timestamp_utc,station_id,station_sequence,upstream_station,downstream_station,vehicle_id,standard_cycle_time,takt_time,takt_deviation,cycle_time_to_takt_ratio,queue,throughput_vehicles_per_hour,station_capacity,material_status,cycle_time,utilization,station_status,machine_state,vehicle_present,wip
2026-08-26 04:02:42+00:00,S07,7,S06,S08,VH00004,58.04,60.0,-0.424,0.9929,2,30.43,1,OK,59.576,0.8894,RUNNING,ACTIVE,True,2
2026-08-26 04:02:42+00:00,S08,8,S07,S09,VH00004,58.14,60.0,-2.727,0.9546,3,30.43,1,OK,57.273,0.8696,RUNNING,ACTIVE,True,2
2026-08-26 04:02:42+00:00,S09,9,S08,S10,VH00004,55.51,60.0,-4.951,0.9175,3,30.43,1,OK,55.049,0.8069,RUNNING,ACTIVE,True,2
2026-08-26 04:02:42+00:00,S10,10,S09,S11,VH00004,56.8,60.0,-5.276,0.9121,2,30.43,1,OK,54.724,0.7857,RUNNING,ACTIVE,True,2
2026-08-26 04:02:42+00:00,S11,11,S10,S12,VH00004,56.48,60.0,-5.39,0.9102,3,30.43,1,OK,54.61,0.7656,RUNNING,ACTIVE,True,2
2026-08-26 04:02:42+00:00,S12,12,S11,,VH00004,58.71,60.0,-0.094,0.9984,3,30.43,1,OK,59.906,0.8324,RUNNING,ACTIVE,True,2
2026-08-26 04:03:36+00:00,S01,1,,S02,VH00005,58.1,60.0,-1.654,0.9724,3,30.43,1,OK,58.346,0.8931,RUNNING,ACTIVE,True,2
2026-08-26 04:03:36+00:00,S02,2,S01,S03,,56.76,60.0,-2.059,0.9657,2,30.43,1,OK,57.941,0.8388,RUNNING,ACTIVE,False,2
2026-08-26 04:03:36+00:00,S03,3,S02,S04,,58.43,60.0,-3.231,0.9462,2,30.43,1,OK,56.769,0.7455,RUNNING,ACTIVE,False,2
2026-08-26 04:03:36+00:00,S04,4,S03,S05,VH00005,57.79,60.0,-2.275,0.9621,2,30.43,1,OK,57.725,0.7825,RUNNING,ACTIVE,True,2
2026-08-26 04:03:36+00:00,S05,5,S04,S06,VH00005,55.38,60.0,-5.38,0.9103,2,30.43,1,OK,54.62,0.7733,RUNNING,ACTIVE,True,2
2026-08-26 04:03:36+00:00,S06,6,S05,S07,VH00005,58.9,60.0,0.808,1.0135,2,30.43,1,OK,60.808,0.8267,RUNNING,ACTIVE,True,2
2026-08-26 04:03:36+00:00,S07,7,S06,S08,,58.04,60.0,0.0,1.0,2,30.43,1,OK,60.0,0.8952,RUNNING,ACTIVE,False,2
2026-08-26 04:03:36+00:00,S08,8,S07,S09,VH00005,58.14,60.0,-1.726,0.9712,2,30.43,1,OK,58.274,0.8481,RUNNING,ACTIVE,True,2
2026-08-26 04:03:36+00:00,S09,9,S08,S10,VH00005,55.51,60.0,-4.574,0.9238,2,30.43,1,OK,55.426,0.787,RUNNING,ACTIVE,True,2
2026-08-26 04:03:36+00:00,S10,10,S09,S11,,56.8,60.0,-4.033,0.9328,2,30.43,1,OK,55.967,0.7694,RUNNING,ACTIVE,False,2
2026-08-26 04:03:36+00:00,S11,11,S10,S12,VH00005,56.48,60.0,-3.948,0.9342,3,30.43,1,OK,56.052,0.7884,RUNNING,ACTIVE,True,2
2026-08-26 04:03:36+00:00,S12,12,S11,,VH00005,58.71,60.0,0.811,1.0135,2,30.43,1,OK,60.811,0.8541,RUNNING,ACTIVE,True,2
2026-08-26 04:04:30+00:00,S01,1,,S02,VH00006,58.1,60.0,-1.295,0.9784,3,30.43,1,OK,58.705,0.8619,RUNNING,ACTIVE,True,2
2026-08-26 04:04:30+00:00,S02,2,S01,S03,VH00006,56.76,60.0,-3.078,0.9487,3,30.43,1,OK,56.922,0.8343,RUNNING,ACTIVE,True,2
2026-08-26 04:04:30+00:00,S03,3,S02,S04,VH00006,58.43,60.0,-2.639,0.956,3,30.43,1,OK,57.361,0.7726,RUNNING,ACTIVE,True,2
2026-08-26 04:04:30+00:00,S04,4,S03,S05,VH00006,57.79,60.0,-2.042,0.966,3,30.43,1,OK,57.958,0.7688,RUNNING,ACTIVE,True,2
2026-08-26 04:04:30+00:00,S05,5,S04,S06,VH00006,55.38,60.0,-4.962,0.9173,2,30.43,1,OK,55.038,0.8321,RUNNING,ACTIVE,True,2
2026-08-26 04:04:30+00:00,S06,6,S05,S07,VH00006,58.9,60.0,-1.416,0.9764,2,30.43,1,OK,58.584,0.8697,RUNNING,ACTIVE,True,2
2026-08-26 04:04:30+00:00,S07,7,S06,S08,VH00006,58.04,60.0,-1.611,0.9732,2,30.43,1,OK,58.389,0.8808,RUNNING,ACTIVE,True,2
2026-08-26 04:04:30+00:00,S08,8,S07,S09,VH00006,58.14,60.0,-0.65,0.9892,2,30.43,1,OK,59.35,0.8253,RUNNING,ACTIVE,True,2
2026-08-26 04:04:30+00:00,S09,9,S08,S10,VH00006,55.51,60.0,-5.781,0.9036,3,30.43,1,OK,54.219,0.7732,RUNNING,ACTIVE,True,2
2026-08-26 04:04:30+00:00,S10,10,S09,S11,VH00006,56.8,60.0,-3.715,0.9381,3,30.43,1,OK,56.285,0.7339,RUNNING,ACTIVE,True,2
2026-08-26 04:04:30+00:00,S11,11,S10,S12,VH00006,56.48,60.0,-3.888,0.9352,2,30.43,1,OK,56.112,0.8082,RUNNING,ACTIVE,True,2
2026-08-26 04:04:30+00:00,S12,12,S11,,VH00006,58.71,60.0,-0.966,0.9839,3,30.43,1,OK,59.034,0.8559,RUNNING,ACTIVE,True,2
2026-08-26 04:05:24+00:00,S01,1,,S02,VH00007,58.1,60.0,-1.158,0.9807,2,30.43,1,OK,58.842,0.8594,RUNNING,ACTIVE,True,2
2026-08-26 04:05:24+00:00,S02,2,S01,S03,,56.76,60.0,-4.336,0.9277,3,30.43,1,OK,55.664,0.7979,RUNNING,ACTIVE,False,2
2026-08-26 04:05:24+00:00,S03,3,S02,S04,VH00007,58.43,60.0,-2.604,0.9566,2,30.43,1,OK,57.396,0.7579,RUNNING,ACTIVE,True,2
2026-08-26 04:05:24+00:00,S04,4,S03,S05,VH00007,57.79,60.0,-1.724,0.9713,3,30.43,1,OK,58.276,0.7633,RUNNING,ACTIVE,True,2
2026-08-26 04:05:24+00:00,S05,5,S04,S06,VH00007,55.38,60.0,-4.003,0.9333,3,30.43,1,OK,55.997,0.8075,RUNNING,ACTIVE,True,2
2026-08-26 04:05:24+00:00,S06,6,S05,S07,VH00007,58.9,60.0,-0.437,0.9927,2,30.43,1,OK,59.563,0.8993,RUNNING,ACTIVE,True,2
2026-08-26 04:05:24+00:00,S07,7,S06,S08,VH00007,58.04,60.0,-2.35,0.9608,2,30.43,1,OK,57.65,0.9054,RUNNING,ACTIVE,True,2
2026-08-26 04:05:24+00:00,S08,8,S07,S09,VH00007,58.14,60.0,-1.011,0.9832,3,30.43,1,OK,58.989,0.8057,RUNNING,ACTIVE,True,2
2026-08-26 04:05:24+00:00,S09,9,S08,S10,VH00007,55.51,60.0,-5.816,0.9031,3,30.43,1,OK,54.184,0.7634,RUNNING,ACTIVE,True,2
2026-08-26 04:05:24+00:00,S10,10,S09,S11,VH00007,56.8,60.0,-4.517,0.9247,3,30.43,1,OK,55.483,0.7688,RUNNING,ACTIVE,True,2
2026-08-26 04:05:24+00:00,S11,11,S10,S12,VH00007,56.48,60.0,-2.644,0.9559,2,30.43,1,OK,57.356,0.8244,RUNNING,ACTIVE,True,2
2026-08-26 04:05:24+00:00,S12,12,S11,,VH00007,58.71,60.0,0.061,1.001,3,30.43,1,OK,60.061,0.8554,RUNNING,ACTIVE,True,2
2026-08-26 04:06:18+00:00,S01,1,,S02,VH00008,58.1,60.0,-0.029,0.9995,3,30.43,1,OK,59.971,0.8652,RUNNING,ACTIVE,True,2
2026-08-26 04:06:18+00:00,S02,2,S01,S03,VH00008,56.76,60.0,-3.342,0.9443,3,30.43,1,OK,56.658,0.7936,RUNNING,ACTIVE,True,2
2026-08-26 04:06:18+00:00,S03,3,S02,S04,VH00008,58.43,60.0,-3.366,0.9439,3,30.43,1,OK,56.634,0.7738,RUNNING,ACTIVE,True,2
2026-08-26 04:06:18+00:00,S04,4,S03,S05,VH00008,57.79,60.0,-3.038,0.9494,3,30.43,1,OK,56.962,0.7877,RUNNING,ACTIVE,True,2
2026-08-26 04:06:18+00:00,S05,5,S04,S06,VH00008,55.38,60.0,-4.352,0.9275,3,30.43,1,OK,55.648,0.8481,RUNNING,ACTIVE,True,2
2026-08-26 04:06:18+00:00,S06,6,S05,S07,VH00008,58.9,60.0,-0.022,0.9996,3,30.43,1,OK,59.978,0.8616,RUNNING,ACTIVE,True,2
2026-08-26 04:06:18+00:00,S07,7,S06,S08,VH00008,58.04,60.0,-2.432,0.9595,3,30.43,1,OK,57.568,0.8574,RUNNING,ACTIVE,True,2
2026-08-26 04:06:18+00:00,S08,8,S07,S09,VH00008,58.14,60.0,-2.935,0.9511,2,30.43,1,OK,57.065,0.8149,RUNNING,ACTIVE,True,2
2026-08-26 04:06:18+00:00,S09,9,S08,S10,VH00008,55.51,60.0,-5.243,0.9126,3,30.43,1,OK,54.757,0.7608,RUNNING,ACTIVE,True,2
2026-08-26 04:06:18+00:00,S10,10,S09,S11,VH00008,56.8,60.0,-3.932,0.9345,3,30.43,1,OK,56.068,0.7907,RUNNING,ACTIVE,True,2
2026-08-26 04:06:18+00:00,S11,11,S10,S12,,56.48,60.0,-1.833,0.9694,2,30.43,1,OK,58.167,0.8496,RUNNING,ACTIVE,False,2
2026-08-26 04:06:18+00:00,S12,12,S11,,VH00008,58.71,60.0,-0.221,0.9963,3,30.43,1,OK,59.779,0.8689,RUNNING,ACTIVE,True,2
2026-08-26 04:07:12+00:00,S01,1,,S02,VH00009,58.1,60.0,-2.092,0.9651,3,30.43,1,OK,57.908,0.8621,RUNNING,ACTIVE,True,2
2026-08-26 04:07:12+00:00,S02,2,S01,S03,VH00009,56.76,60.0,-3.527,0.9412,2,30.43,1,OK,56.473,0.7915,RUNNING,ACTIVE,True,2
2026-08-26 04:07:12+00:00,S03,3,S02,S04,VH00009,58.43,60.0,-2.219,0.963,3,30.43,1,OK,57.781,0.7655,RUNNING,ACTIVE,True,2
2026-08-26 04:07:12+00:00,S04,4,S03,S05,VH00009,57.79,60.0,-1.01,0.9832,2,30.43,1,OK,58.99,0.7822,RUNNING,ACTIVE,True,2
2026-08-26 04:07:12+00:00,S05,5,S04,S06,VH00009,55.38,60.0,-5.082,0.9153,3,30.43,1,OK,54.918,0.8445,RUNNING,ACTIVE,True,2
2026-08-26 04:07:12+00:00,S06,6,S05,S07,VH00009,58.9,60.0,-0.183,0.997,3,30.43,1,OK,59.817,0.8696,RUNNING,ACTIVE,True,2
2026-08-26 04:07:12+00:00,S07,7,S06,S08,VH00009,58.04,60.0,-2.595,0.9568,3,30.43,1,OK,57.405,0.842,RUNNING,ACTIVE,True,2
2026-08-26 04:07:12+00:00,S08,8,S07,S09,VH00009,58.14,60.0,-1.187,0.9802,3,30.43,1,OK,58.813,0.8123,RUNNING,ACTIVE,True,2
2026-08-26 04:07:12+00:00,S09,9,S08,S10,VH00009,55.51,60.0,-5.647,0.9059,3,30.43,1,OK,54.353,0.7701,RUNNING,ACTIVE,True,2
2026-08-26 04:07:12+00:00,S10,10,S09,S11,VH00009,56.8,60.0,-3.937,0.9344,2,30.43,1,OK,56.063,0.7596,RUNNING,ACTIVE,True,2
2026-08-26 04:07:12+00:00,S11,11,S10,S12,VH00009,56.48,60.0,-3.682,0.9386,3,30.43,1,OK,56.318,0.8318,RUNNING,ACTIVE,True,2
2026-08-26 04:07:12+00:00,S12,12,S11,,VH00009,58.71,60.0,-0.6,0.99,3,30.43,1,OK,59.4,0.8567,RUNNING,ACTIVE,True,2
2026-08-26 04:08:06+00:00,S01,1,,S02,VH00010,58.1,60.0,-1.839,0.9694,3,30.43,1,OK,58.161,0.82,RUNNING,ACTIVE,True,2
2026-08-26 04:08:06+00:00,S02,2,S01,S03,VH00010,56.76,60.0,-4.658,0.9224,2,30.43,1,OK,55.342,0.7747,RUNNING,ACTIVE,True,2
2026-08-26 04:08:06+00:00,S03,3,S02,S04,VH00010,58.43,60.0,-2.42,0.9597,3,30.43,1,OK,57.58,0.7742,RUNNING,ACTIVE,True,2
2026-08-26 04:08:06+00:00,S04,4,S03,S05,VH00010,57.79,60.0,-1.735,0.9711,3,30.43,1,OK,58.265,0.8422,RUNNING,ACTIVE,True,2
2026-08-26 04:08:06+00:00,S05,5,S04,S06,VH00010,55.38,60.0,-2.856,0.9524,2,30.43,1,OK,57.144,0.8376,RUNNING,ACTIVE,True,2
2026-08-26 04:08:06+00:00,S06,6,S05,S07,VH00010,58.9,60.0,-1.156,0.9807,3,30.43,1,OK,58.844,0.8813,RUNNING,ACTIVE,True,2
2026-08-26 04:08:06+00:00,S07,7,S06,S08,VH00010,58.04,60.0,-2.79,0.9535,3,30.43,1,OK,57.21,0.8361,RUNNING,ACTIVE,True,2
2026-08-26 04:08:06+00:00,S08,8,S07,S09,VH00010,58.14,60.0,-2.505,0.9582,3,30.43,1,OK,57.495,0.7889,RUNNING,ACTIVE,True,2
2026-08-26 04:08:06+00:00,S09,9,S08,S10,VH00010,55.51,60.0,-5.838,0.9027,2,30.43,1,OK,54.162,0.7878,RUNNING,ACTIVE,True,2
2026-08-26 04:08:06+00:00,S10,10,S09,S11,VH00010,56.8,60.0,-3.262,0.9456,2,30.43,1,OK,56.738,0.7762,RUNNING,ACTIVE,True,2
2026-08-26 04:08:06+00:00,S11,11,S10,S12,VH00010,56.48,60.0,-0.192,0.9968,3,30.43,1,OK,59.808,0.8475,RUNNING,ACTIVE,True,2
2026-08-26 04:08:06+00:00,S12,12,S11,,,58.71,60.0,-0.563,0.9906,2,30.43,1,OK,59.437,0.8721,RUNNING,ACTIVE,False,2
2026-08-26 04:09:00+00:00,S01,1,,S02,VH00011,58.1,60.0,-2.008,0.9665,2,30.43,1,OK,57.992,0.8324,RUNNING,ACTIVE,True,2
2026-08-26 04:09:00+00:00,S02,2,S01,S03,VH00011,56.76,60.0,-5.883,0.902,3,30.43,1,OK,54.117,0.7828,RUNNING,ACTIVE,True,2
2026-08-26 04:09:00+00:00,S03,3,S02,S04,VH00011,58.43,60.0,-1.067,0.9822,3,30.43,1,OK,58.933,0.7678,RUNNING,ACTIVE,True,2
2026-08-26 04:09:00+00:00,S04,4,S03,S05,VH00011,57.79,60.0,-2.205,0.9632,3,30.43,1,OK,57.795,0.8083,RUNNING,ACTIVE,True,2
2026-08-26 04:09:00+00:00,S05,5,S04,S06,VH00011,55.38,60.0,-5.346,0.9109,3,30.43,1,OK,54.654,0.8856,RUNNING,ACTIVE,True,2
2026-08-26 04:09:00+00:00,S06,6,S05,S07,VH00011,58.9,60.0,-1.888,0.9685,3,30.43,1,OK,58.112,0.8655,RUNNING,ACTIVE,True,2
2026-08-26 04:09:00+00:00,S07,7,S06,S08,,58.04,60.0,-1.224,0.9796,3,30.43,1,OK,58.776,0.8292,RUNNING,ACTIVE,False,2
2026-08-26 04:09:00+00:00,S08,8,S07,S09,VH00011,58.14,60.0,-2.812,0.9531,3,30.43,1,OK,57.188,0.7941,RUNNING,ACTIVE,True,2
2026-08-26 04:09:00+00:00,S09,9,S08,S10,VH00011,55.51,60.0,-6.426,0.8929,3,30.43,1,OK,53.574,0.7664,RUNNING,ACTIVE,True,2
2026-08-26 04:09:00+00:00,S10,10,S09,S11,VH00011,56.8,60.0,-1.683,0.972,3,30.43,1,OK,58.317,0.8022,RUNNING,ACTIVE,True,2
2026-08-26 04:09:00+00:00,S11,11,S10,S12,VH00011,56.48,60.0,-2.991,0.9502,3,30.43,1,OK,57.009,0.8736,RUNNING,ACTIVE,True,2
2026-08-26 04:09:00+00:00,S12,12,S11,,VH00011,58.71,60.0,-0.119,0.998,3,30.43,1,OK,59.881,0.8939,RUNNING,ACTIVE,True,2
2026-08-26 04:09:54+00:00,S01,1,,S02,VH00012,58.1,60.0,-2.278,0.962,3,30.43,1,OK,57.722,0.8051,RUNNING,ACTIVE,True,2
2026-08-26 04:09:54+00:00,S02,2,S01,S03,VH00012,56.76,60.0,-4.539,0.9244,3,30.43,1,OK,55.461,0.7644,RUNNING,ACTIVE,True,2
2026-08-26 04:09:54+00:00,S03,3,S02,S04,VH00012,58.43,60.0,-0.982,0.9836,3,30.43,1,OK,59.018,0.757,RUNNING,ACTIVE,True,2
2026-08-26 04:09:54+00:00,S04,4,S03,S05,VH00012,57.79,60.0,-1.615,0.9731,3,30.43,1,OK,58.385,0.8269,RUNNING,ACTIVE,True,2
2026-08-26 04:09:54+00:00,S05,5,S04,S06,VH00012,55.38,60.0,-4.173,0.9304,3,30.43,1,OK,55.827,0.8786,RUNNING,ACTIVE,True,2
2026-08-26 04:09:54+00:00,S06,6,S05,S07,VH00012,58.9,60.0,-1.336,0.9777,3,30.43,1,OK,58.664,0.8597,RUNNING,ACTIVE,True,2
2026-08-26 04:09:54+00:00,S07,7,S06,S08,VH00012,58.04,60.0,-2.98,0.9503,3,30.43,1,OK,57.02,0.803,RUNNING,ACTIVE,True,2
2026-08-26 04:09:54+00:00,S08,8,S07,S09,VH00012,58.14,60.0,-2.763,0.954,3,30.43,1,OK,57.237,0.7599,RUNNING,ACTIVE,True,2
2026-08-26 04:09:54+00:00,S09,9,S08,S10,VH00012,55.51,60.0,-4.159,0.9307,2,30.43,1,OK,55.841,0.7698,RUNNING,ACTIVE,True,2
2026-08-26 04:09:54+00:00,S10,10,S09,S11,VH00012,56.8,60.0,-2.39,0.9602,3,30.43,1,OK,57.61,0.8264,RUNNING,ACTIVE,True,2
2026-08-26 04:09:54+00:00,S11,11,S10,S12,VH00012,56.48,60.0,-1.614,0.9731,4,30.43,1,OK,58.386,0.8512,RUNNING,ACTIVE,True,2
2026-08-26 04:09:54+00:00,S12,12,S11,,VH00012,58.71,60.0,-1.13,0.9812,3,30.43,1,OK,58.87,0.8988,RUNNING,ACTIVE,True,2
2026-08-26 04:10:48+00:00,S01,1,,S02,VH00013,58.1,60.0,-2.726,0.9546,2,30.43,1,OK,57.274,0.7842,RUNNING,ACTIVE,True,2
2026-08-26 04:10:48+00:00,S02,2,S01,S03,VH00013,56.76,60.0,-3.595,0.9401,3,30.43,1,OK,56.405,0.7468,RUNNING,ACTIVE,True,2
2026-08-26 04:10:48+00:00,S03,3,S02,S04,VH00013,58.43,60.0,-1.495,0.9751,2,30.43,1,OK,58.505,0.7692,RUNNING,ACTIVE,True,2
2026-08-26 04:10:48+00:00,S04,4,S03,S05,VH00013,57.79,60.0,-1.593,0.9734,3,30.43,1,OK,58.407,0.839,RUNNING,ACTIVE,True,2
2026-08-26 04:10:48+00:00,S05,5,S04,S06,VH00013,55.38,60.0,-3.935,0.9344,3,30.43,1,OK,56.065,0.8968,RUNNING,ACTIVE,True,2
2026-08-26 04:10:48+00:00,S06,6,S05,S07,VH00013,58.9,60.0,-1.602,0.9733,3,30.43,1,OK,58.398,0.873,RUNNING,ACTIVE,True,2
2026-08-26 04:10:48+00:00,S07,7,S06,S08,VH00013,58.04,60.0,-2.909,0.9515,3,30.43,1,OK,57.091,0.7873,RUNNING,ACTIVE,True,2
2026-08-26 04:10:48+00:00,S08,8,S07,S09,VH00013,58.14,60.0,-3.852,0.9358,2,30.43,1,OK,56.148,0.7726,RUNNING,ACTIVE,True,2
2026-08-26 04:10:48+00:00,S09,9,S08,S10,VH00013,55.51,60.0,-4.4,0.9267,3,30.43,1,OK,55.6,0.779,RUNNING,ACTIVE,True,2
2026-08-26 04:10:48+00:00,S10,10,S09,S11,VH00013,56.8,60.0,-3.294,0.9451,2,30.43,1,OK,56.706,0.821,RUNNING,ACTIVE,True,2
2026-08-26 04:10:48+00:00,S11,11,S10,S12,VH00013,56.48,60.0,-1.443,0.976,3,30.43,1,OK,58.557,0.8717,RUNNING,ACTIVE,True,2
2026-08-26 04:10:48+00:00,S12,12,S11,,VH00013,58.71,60.0,-1.295,0.9784,3,30.43,1,OK,58.705,0.861,RUNNING,ACTIVE,True,2
2026-08-26 04:11:42+00:00,S01,1,,S02,VH00014,58.1,60.0,-4.128,0.9312,2,30.43,1,OK,55.872,0.7804,RUNNING,ACTIVE,True,2
