timestamp_utc,station_id,station_sequence,upstream_station,downstream_station,vehicle_id,vehicle_present,station_status,machine_state,cycle_time,standard_cycle_time,takt_time,takt_deviation,cycle_time_to_takt_ratio,utilization,wip,queue,throughput_vehicles_per_hour,station_capacity,material_status
2026-08-26 04:00:00+00:00,S11,11,S10,S12,VH00001,True,RUNNING,ACTIVE,56.435,56.48,60.0,-3.565,0.9406,0.7556,2,2,30.43,1,OK
2026-08-26 04:00:00+00:00,S12,12,S11,,,False,RUNNING,ACTIVE,59.06,58.71,60.0,-0.94,0.9843,0.8087,2,2,30.43,1,OK
2026-08-26 04:00:54+00:00,S01,1,,S02,VH00002,True,RUNNING,ACTIVE,58.543,58.1,60.0,-1.457,0.9757,0.8856,2,2,30.43,1,OK
2026-08-26 04:00:54+00:00,S02,2,S01,S03,VH00002,True,RUNNING,ACTIVE,58.612,56.76,60.0,-1.388,0.9769,0.8509,2,2,30.43,1,OK
2026-08-26 04:00:54+00:00,S03,3,S02,S04,VH00002,True,RUNNING,ACTIVE,58.549,58.43,60.0,-1.451,0.9758,0.7994,2,2,30.43,1,OK
2026-08-26 04:00:54+00:00,S04,4,S03,S05,VH00002,True,RUNNING,ACTIVE,55.954,57.79,60.0,-4.046,0.9326,0.7531,3,3,30.43,1,OK
2026-08-26 04:00:54+00:00,S05,5,S04,S06,VH00002,True,RUNNING,ACTIVE,54.059,55.38,60.0,-5.941,0.901,0.7619,2,2,30.43,1,OK
2026-08-26 04:00:54+00:00,S06,6,S05,S07,VH00002,True,RUNNING,ACTIVE,59.929,58.9,60.0,-0.071,0.9988,0.8385,2,2,30.43,1,OK
2026-08-26 04:00:54+00:00,S07,7,S06,S08,VH00002,True,RUNNING,ACTIVE,59.448,58.04,60.0,-0.552,0.9908,0.8885,2,2,30.43,1,OK
2026-08-26 04:00:54+00:00,S08,8,S07,S09,VH00002,True,RUNNING,ACTIVE,58.985,58.14,60.0,-1.015,0.9831,0.9279,2,2,30.43,1,OK
2026-08-26 04:00:54+00:00,S09,9,S08,S10,VH00002,True,RUNNING,ACTIVE,56.677,55.51,60.0,-3.323,0.9446,0.8612,2,2,30.43,1,OK
2026-08-26 04:00:54+00:00,S10,10,S09,S11,VH00002,True,RUNNING,ACTIVE,55.61,56.8,60.0,-4.39,0.9268,0.7908,2,2,30.43,1,OK
2026-08-26 04:00:54+00:00,S11,11,S10,S12,VH00002,True,RUNNING,ACTIVE,55.523,56.48,60.0,-4.477,0.9254,0.7873,2,2,30.43,1,OK
2026-08-26 04:00:54+00:00,S12,12,S11,,VH00002,True,RUNNING,ACTIVE,58.773,58.71,60.0,-1.227,0.9796,0.8061,2,2,30.43,1,OK
2026-08-26 04:01:48+00:00,S01,1,,S02,VH00003,True,RUNNING,ACTIVE,59.227,58.1,60.0,-0.773,0.9871,0.8856,3,3,30.43,1,OK
2026-08-26 04:01:48+00:00,S02,2,S01,S03,VH00003,True,RUNNING,ACTIVE,56.514,56.76,60.0,-3.486,0.9419,0.9038,2,2,30.43,1,OK
2026-08-26 04:01:48+00:00,S03,3,S02,S04,VH00003,True,RUNNING,ACTIVE,58.263,58.43,60.0,-1.737,0.971,0.8176,2,2,30.43,1,OK
2026-08-26 04:01:48+00:00,S04,4,S03,S05,VH00003,True,RUNNING,ACTIVE,56.179,57.79,60.0,-3.821,0.9363,0.7823,2,2,30.43,1,OK
2026-08-26 04:01:48+00:00,S05,5,S04,S06,,False,RUNNING,ACTIVE,53.691,55.38,60.0,-6.309,0.8948,0.7414,3,3,30.43,1,OK
2026-08-26 04:01:48+00:00,S06,6,S05,S07,VH00003,True,RUNNING,ACTIVE,59.45,58.9,60.0,-0.55,0.9908,0.809,3,3,30.43,1,OK
2026-08-26 04:01:48+00:00,S07,7,S06,S08,VH00003,True,RUNNING,ACTIVE,58.904,58.04,60.0,-1.096,0.9817,0.8743,2,2,30.43,1,OK
2026-08-26 04:01:48+00:00,S08,8,S07,S09,VH00003,True,RUNNING,ACTIVE,59.756,58.14,60.0,-0.244,0.9959,0.8664,3,3,30.43,1,OK
2026-08-26 04:01:48+00:00,S09,9,S08,S10,VH00003,True,RUNNING,ACTIVE,55.533,55.51,60.0,-4.467,0.9256,0.8327,2,2,30.43,1,OK
2026-08-26 04:01:48+00:00,S10,10,S09,S11,VH00003,True,RUNNING,ACTIVE,55.841,56.8,60.0,-4.159,0.9307,0.7451,2,2,30.43,1,OK
2026-08-26 04:01:48+00:00,S11,11,S10,S12,VH00003,True,RUNNING,ACTIVE,53.48,56.48,60.0,-6.52,0.8913,0.7864,2,2,30.43,1,OK
2026-08-26 04:01:48+00:00,S12,12,S11,,VH00003,True,RUNNING,ACTIVE,57.43,58.71,60.0,-2.57,0.9572,0.8312,2,2,30.43,1,OK
2026-08-26 04:02:42+00:00,S01,1,,S02,VH00004,True,RUNNING,ACTIVE,58.425,58.1,60.0,-1.575,0.9738,0.88,3,3,30.43,1,OK
2026-08-26 04:02:42+00:00,S02,2,S01,S03,VH00004,True,RUNNING,ACTIVE,57.807,56.76,60.0,-2.193,0.9634,0.8301,2,2,30.43,1,OK
2026-08-26 04:02:42+00:00,S03,3,S02,S04,VH00004,True,RUNNING,ACTIVE,57.482,58.43,60.0,-2.518,0.958,0.7819,3,3,30.43,1,OK
2026-08-26 04:02:42+00:00,S04,4,S03,S05,VH00004,True,RUNNING,ACTIVE,57.854,57.79,60.0,-2.146,0.9642,0.7364,2,2,30.43,1,OK
2026-08-26 04:02:42+00:00,S05,5,S04,S06,VH00004,True,RUNNING,ACTIVE,55.068,55.38,60.0,-4.932,0.9178,0.7645,3,3,30.43,1,OK
2026-08-26 04:02:42+00:00,S06,6,S05,S07,VH00004,True,RUNNING,ACTIVE,60.868,58.9,60.0,0.868,1.0145,0.8065,3,3,30.43,1,OK
2026-08-26 04:02:42+00:00,S07,7,S06,S08,VH00004,True,RUNNING,ACTIVE,59.576,58.04,60.0,-0.424,0.9929,0.8894,2,2,30.43,1,OK
2026-08-26 04:02:42+00:00,S08,8,S07,S09,VH00004,True,RUNNING,ACTIVE,57.273,58.14,60.0,-2.727,0.9546,0.8696,3,3,30.43,1,OK
2026-08-26 04:02:42+00:00,S09,9,S08,S10,VH00004,True,RUNNING,ACTIVE,55.049,55.51,60.0,-4.951,0.9175,0.8069,3,3,30.43,1,OK
2026-08-26 04:02:42+00:00,S10,10,S09,S11,VH00004,True,RUNNING,ACTIVE,54.724,56.8,60.0,-5.276,0.9121,0.7857,2,2,30.43,1,OK
2026-08-26 04:02:42+00:00,S11,11,S10,S12,VH00004,True,RUNNING,ACTIVE,54.61,56.48,60.0,-5.39,0.9102,0.7656,3,3,30.43,1,OK
2026-08-26 04:02:42+00:00,S12,12,S11,,VH00004,True,RUNNING,ACTIVE,59.906,58.71,60.0,-0.094,0.9984,0.8324,3,3,30.43,1,OK
2026-08-26 04:03:36+00:00,S01,1,,S02,VH00005,True,RUNNING,ACTIVE,58.346,58.1,60.0,-1.654,0.9724,0.8931,3,3,30.43,1,OK
2026-08-26 04:03:36+00:00,S02,2,S01,S03,,False,RUNNING,ACTIVE,57.941,56.76,60.0,-2.059,0.9657,0.8388,2,2,30.43,1,OK
2026-08-26 04:03:36+00:00,S03,3,S02,S04,,False,RUNNING,ACTIVE,56.769,58.43,60.0,-3.231,0.9462,0.7455,2,2,30.43,1,OK
2026-08-26 04:03:36+00:00,S04,4,S03,S05,VH00005,True,RUNNING,ACTIVE,57.725,57.79,60.0,-2.275,0.9621,0.7825,2,2,30.43,1,OK
2026-08-26 04:03:36+00:00,S05,5,S04,S06,VH00005,True,RUNNING,ACTIVE,54.62,55.38,60.0,-5.38,0.9103,0.7733,2,2,30.43,1,OK
2026-08-26 04:03:36+00:00,S06,6,S05,S07,VH00005,True,RUNNING,ACTIVE,60.808,58.9,60.0,0.808,1.0135,0.8267,2,2,30.43,1,OK
2026-08-26 04:03:36+00:00,S07,7,S06,S08,,False,RUNNING,ACTIVE,60.0,58.04,60.0,0.0,1.0,0.8952,2,2,30.43,1,OK
2026-08-26 04:03:36+00:00,S08,8,S07,S09,VH00005,True,RUNNING,ACTIVE,58.274,58.14,60.0,-1.726,0.9712,0.8481,2,2,30.43,1,OK
2026-08-26 04:03:36+00:00,S09,9,S08,S10,VH00005,True,RUNNING,ACTIVE,55.426,55.51,60.0,-4.574,0.9238,0.787,2,2,30.43,1,OK
2026-08-26 04:03:36+00:00,S10,10,S09,S11,,False,RUNNING,ACTIVE,55.967,56.8,60.0,-4.033,0.9328,0.7694,2,2,30.43,1,OK
2026-08-26 04:03:36+00:00,S11,11,S10,S12,VH00005,True,RUNNING,ACTIVE,56.052,56.48,60.0,-3.948,0.9342,0.7884,3,3,30.43,1,OK
2026-08-26 04:03:36+00:00,S12,12,S11,,VH00005,True,RUNNING,ACTIVE,60.811,58.71,60.0,0.811,1.0135,0.8541,2,2,30.43,1,OK
2026-08-26 04:04:30+00:00,S01,1,,S02,VH00006,True,RUNNING,ACTIVE,58.705,58.1,60.0,-1.295,0.9784,0.8619,3,3,30.43,1,OK
2026-08-26 04:04:30+00:00,S02,2,S01,S03,VH00006,True,RUNNING,ACTIVE,56.922,56.76,60.0,-3.078,0.9487,0.8343,3,3,30.43,1,OK
2026-08-26 04:04:30+00:00,S03,3,S02,S04,VH00006,True,RUNNING,ACTIVE,57.361,58.43,60.0,-2.639,0.956,0.7726,3,3,30.43,1,OK
2026-08-26 04:04:30+00:00,S04,4,S03,S05,VH00006,True,RUNNING,ACTIVE,57.958,57.79,60.0,-2.042,0.966,0.7688,3,3,30.43,1,OK
2026-08-26 04:04:30+00:00,S05,5,S04,S06,VH00006,True,RUNNING,ACTIVE,55.038,55.38,60.0,-4.962,0.9173,0.8321,2,2,30.43,1,OK
2026-08-26 04:04:30+00:00,S06,6,S05,S07,VH00006,True,RUNNING,ACTIVE,58.584,58.9,60.0,-1.416,0.9764,0.8697,2,2,30.43,1,OK
2026-08-26 04:04:30+00:00,S07,7,S06,S08,VH00006,True,RUNNING,ACTIVE,58.389,58.04,60.0,-1.611,0.9732,0.8808,2,2,30.43,1,OK
2026-08-26 04:04:30+00:00,S08,8,S07,S09,VH00006,True,RUNNING,ACTIVE,59.35,58.14,60.0,-0.65,0.9892,0.8253,2,2,30.43,1,OK
2026-08-26 04:04:30+00:00,S09,9,S08,S10,VH00006,True,RUNNING,ACTIVE,54.219,55.51,60.0,-5.781,0.9036,0.7732,3,3,30.43,1,OK
2026-08-26 04:04:30+00:00,S10,10,S09,S11,VH00006,True,RUNNING,ACTIVE,56.285,56.8,60.0,-3.715,0.9381,0.7339,3,3,30.43,1,OK
2026-08-26 04:04:30+00:00,S11,11,S10,S12,VH00006,True,RUNNING,ACTIVE,56.112,56.48,60.0,-3.888,0.9352,0.8082,2,2,30.43,1,OK
2026-08-26 04:04:30+00:00,S12,12,S11,,VH00006,True,RUNNING,ACTIVE,59.034,58.71,60.0,-0.966,0.9839,0.8559,3,3,30.43,1,OK
2026-08-26 04:05:24+00:00,S01,1,,S02,VH00007,True,RUNNING,ACTIVE,58.842,58.1,60.0,-1.158,0.9807,0.8594,2,2,30.43,1,OK
2026-08-26 04:05:24+00:00,S02,2,S01,S03,,False,RUNNING,ACTIVE,55.664,56.76,60.0,-4.336,0.9277,0.7979,3,3,30.43,1,OK
2026-08-26 04:05:24+00:00,S03,3,S02,S04,VH00007,True,RUNNING,ACTIVE,57.396,58.43,60.0,-2.604,0.9566,0.7579,2,2,30.43,1,OK
2026-08-26 04:05:24+00:00,S04,4,S03,S05,VH00007,True,RUNNING,ACTIVE,58.276,57.79,60.0,-1.724,0.9713,0.7633,3,3,30.43,1,OK
2026-08-26 04:05:24+00:00,S05,5,S04,S06,VH00007,True,RUNNING,ACTIVE,55.997,55.38,60.0,-4.003,0.9333,0.8075,3,3,30.43,1,OK
2026-08-26 04:05:24+00:00,S06,6,S05,S07,VH00007,True,RUNNING,ACTIVE,59.563,58.9,60.0,-0.437,0.9927,0.8993,2,2,30.43,1,OK
2026-08-26 04:05:24+00:00,S07,7,S06,S08,VH00007,True,RUNNING,ACTIVE,57.65,58.04,60.0,-2.35,0.9608,0.9054,2,2,30.43,1,OK
2026-08-26 04:05:24+00:00,S08,8,S07,S09,VH00007,True,RUNNING,ACTIVE,58.989,58.14,60.0,-1.011,0.9832,0.8057,3,3,30.43,1,OK
2026-08-26 04:05:24+00:00,S09,9,S08,S10,VH00007,True,RUNNING,ACTIVE,54.184,55.51,60.0,-5.816,0.9031,0.7634,3,3,30.43,1,OK
2026-08-26 04:05:24+00:00,S10,10,S09,S11,VH00007,True,RUNNING,ACTIVE,55.483,56.8,60.0,-4.517,0.9247,0.7688,3,3,30.43,1,OK
2026-08-26 04:05:24+00:00,S11,11,S10,S12,VH00007,True,RUNNING,ACTIVE,57.356,56.48,60.0,-2.644,0.9559,0.8244,2,2,30.43,1,OK
2026-08-26 04:05:24+00:00,S12,12,S11,,VH00007,True,RUNNING,ACTIVE,60.061,58.71,60.0,0.061,1.001,0.8554,3,3,30.43,1,OK
2026-08-26 04:06:18+00:00,S01,1,,S02,VH00008,True,RUNNING,ACTIVE,59.971,58.1,60.0,-0.029,0.9995,0.8652,3,3,30.43,1,OK
2026-08-26 04:06:18+00:00,S02,2,S01,S03,VH00008,True,RUNNING,ACTIVE,56.658,56.76,60.0,-3.342,0.9443,0.7936,3,3,30.43,1,OK
2026-08-26 04:06:18+00:00,S03,3,S02,S04,VH00008,True,RUNNING,ACTIVE,56.634,58.43,60.0,-3.366,0.9439,0.7738,3,3,30.43,1,OK
2026-08-26 04:06:18+00:00,S04,4,S03,S05,VH00008,True,RUNNING,ACTIVE,56.962,57.79,60.0,-3.038,0.9494,0.7877,3,3,30.43,1,OK
2026-08-26 04:06:18+00:00,S05,5,S04,S06,VH00008,True,RUNNING,ACTIVE,55.648,55.38,60.0,-4.352,0.9275,0.8481,3,3,30.43,1,OK
2026-08-26 04:06:18+00:00,S06,6,S05,S07,VH00008,True,RUNNING,ACTIVE,59.978,58.9,60.0,-0.022,0.9996,0.8616,3,3,30.43,1,OK
2026-08-26 04:06:18+00:00,S07,7,S06,S08,VH00008,True,RUNNING,ACTIVE,57.568,58.04,60.0,-2.432,0.9595,0.8574,3,3,30.43,1,OK
2026-08-26 04:06:18+00:00,S08,8,S07,S09,VH00008,True,RUNNING,ACTIVE,57.065,58.14,60.0,-2.935,0.9511,0.8149,2,2,30.43,1,OK
2026-08-26 04:06:18+00:00,S09,9,S08,S10,VH00008,True,RUNNING,ACTIVE,54.757,55.51,60.0,-5.243,0.9126,0.7608,3,3,30.43,1,OK
2026-08-26 04:06:18+00:00,S10,10,S09,S11,VH00008,True,RUNNING,ACTIVE,56.068,56.8,60.0,-3.932,0.9345,0.7907,3,3,30.43,1,OK
2026-08-26 04:06:18+00:00,S11,11,S10,S12,,False,RUNNING,ACTIVE,58.167,56.48,60.0,-1.833,0.9694,0.8496,2,2,30.43,1,OK
2026-08-26 04:06:18+00:00,S12,12,S11,,VH00008,True,RUNNING,ACTIVE,59.779,58.71,60.0,-0.221,0.9963,0.8689,3,3,30.43,1,OK
2026-08-26 04:07:12+00:00,S01,1,,S02,VH00009,True,RUNNING,ACTIVE,57.908,58.1,60.0,-2.092,0.9651,0.8621,3,3,30.43,1,OK
2026-08-26 04:07:12+00:00,S02,2,S01,S03,VH00009,True,RUNNING,ACTIVE,56.473,56.76,60.0,-3.527,0.9412,0.7915,2,2,30.43,1,OK
2026-08-26 04:07:12+00:00,S03,3,S02,S04,VH00009,True,RUNNING,ACTIVE,57.781,58.43,60.0,-2.219,0.963,0.7655,3,3,30.43,1,OK
2026-08-26 04:07:12+00:00,S04,4,S03,S05,VH00009,True,RUNNING,ACTIVE,58.99,57.79,60.0,-1.01,0.9832,0.7822,2,2,30.43,1,OK
2026-08-26 04:07:12+00:00,S05,5,S04,S06,VH00009,True,RUNNING,ACTIVE,54.918,55.38,60.0,-5.082,0.9153,0.8445,3,3,30.43,1,OK
2026-08-26 04:07:12+00:00,S06,6,S05,S07,VH00009,True,RUNNING,ACTIVE,59.817,58.9,60.0,-0.183,0.997,0.8696,3,3,30.43,1,OK
2026-08-26 04:07:12+00:00,S07,7,S06,S08,VH00009,True,RUNNING,ACTIVE,57.405,58.04,60.0,-2.595,0.9568,0.842,3,3,30.43,1,OK
2026-08-26 04:07:12+00:00,S08,8,S07,S09,VH00009,True,RUNNING,ACTIVE,58.813,58.14,60.0,-1.187,0.9802,0.8123,3,3,30.43,1,OK
2026-08-26 04:07:12+00:00,S09,9,S08,S10,VH00009,True,RUNNING,ACTIVE,54.353,55.51,60.0,-5.647,0.9059,0.7701,3,3,30.43,1,OK
2026-08-26 04:07:12+00:00,S10,10,S09,S11,VH00009,True,RUNNING,ACTIVE,56.063,56.8,60.0,-3.937,0.9344,0.7596,2,2,30.43,1,OK
2026-08-26 04:07:12+00:00,S11,11,S10,S12,VH00009,True,RUNNING,ACTIVE,56.318,56.48,60.0,-3.682,0.9386,0.8318,3,3,30.43,1,OK
2026-08-26 04:07:12+00:00,S12,12,S11,,VH00009,True,RUNNING,ACTIVE,59.4,58.71,60.0,-0.6,0.99,0.8567,3,3,30.43,1,OK
2026-08-26 04:08:06+00:00,S01,1,,S02,VH00010,True,RUNNING,ACTIVE,58.161,58.1,60.0,-1.839,0.9694,0.82,3,3,30.43,1,OK
2026-08-26 04:08:06+00:00,S02,2,S01,S03,VH00010,True,RUNNING,ACTIVE,55.342,56.76,60.0,-4.658,0.9224,0.7747,2,2,30.43,1,OK
2026-08-26 04:08:06+00:00,S03,3,S02,S04,VH00010,True,RUNNING,ACTIVE,57.58,58.43,60.0,-2.42,0.9597,0.7742,3,3,30.43,1,OK
2026-08-26 04:08:06+00:00,S04,4,S03,S05,VH00010,True,RUNNING,ACTIVE,58.265,57.79,60.0,-1.735,0.9711,0.8422,3,3,30.43,1,OK
2026-08-26 04:08:06+00:00,S05,5,S04,S06,VH00010,True,RUNNING,ACTIVE,57.144,55.38,60.0,-2.856,0.9524,0.8376,2,2,30.43,1,OK
2026-08-26 04:08:06+00:00,S06,6,S05,S07,VH00010,True,RUNNING,ACTIVE,58.844,58.9,60.0,-1.156,0.9807,0.8813,3,3,30.43,1,OK
2026-08-26 04:08:06+00:00,S07,7,S06,S08,VH00010,True,RUNNING,ACTIVE,57.21,58.04,60.0,-2.79,0.9535,0.8361,3,3,30.43,1,OK
2026-08-26 04:08:06+00:00,S08,8,S07,S09,VH00010,True,RUNNING,ACTIVE,57.495,58.14,60.0,-2.505,0.9582,0.7889,3,3,30.43,1,OK
2026-08-26 04:08:06+00:00,S09,9,S08,S10,VH00010,True,RUNNING,ACTIVE,54.162,55.51,60.0,-5.838,0.9027,0.7878,2,2,30.43,1,OK
2026-08-26 04:08:06+00:00,S10,10,S09,S11,VH00010,True,RUNNING,ACTIVE,56.738,56.8,60.0,-3.262,0.9456,0.7762,2,2,30.43,1,OK
2026-08-26 04:08:06+00:00,S11,11,S10,S12,VH00010,True,RUNNING,ACTIVE,59.808,56.48,60.0,-0.192,0.9968,0.8475,3,3,30.43,1,OK
2026-08-26 04:08:06+00:00,S12,12,S11,,,False,RUNNING,ACTIVE,59.437,58.71,60.0,-0.563,0.9906,0.8721,2,2,30.43,1,OK
2026-08-26 04:09:00+00:00,S01,1,,S02,VH00011,True,RUNNING,ACTIVE,57.992,58.1,60.0,-2.008,0.9665,0.8324,2,2,30.43,1,OK
2026-08-26 04:09:00+00:00,S02,2,S01,S03,VH00011,True,RUNNING,ACTIVE,54.117,56.76,60.0,-5.883,0.902,0.7828,3,3,30.43,1,OK
2026-08-26 04:09:00+00:00,S03,3,S02,S04,VH00011,True,RUNNING,ACTIVE,58.933,58.43,60.0,-1.067,0.9822,0.7678,3,3,30.43,1,OK
2026-08-26 04:09:00+00:00,S04,4,S03,S05,VH00011,True,RUNNING,ACTIVE,57.795,57.79,60.0,-2.205,0.9632,0.8083,3,3,30.43,1,OK
2026-08-26 04:09:00+00:00,S05,5,S04,S06,VH00011,True,RUNNING,ACTIVE,54.654,55.38,60.0,-5.346,0.9109,0.8856,3,3,30.43,1,OK
2026-08-26 04:09:00+00:00,S06,6,S05,S07,VH00011,True,RUNNING,ACTIVE,58.112,58.9,60.0,-1.888,0.9685,0.8655,3,3,30.43,1,OK
2026-08-26 04:09:00+00:00,S07,7,S06,S08,,False,RUNNING,ACTIVE,58.776,58.04,60.0,-1.224,0.9796,0.8292,3,3,30.43,1,OK
2026-08-26 04:09:00+00:00,S08,8,S07,S09,VH00011,True,RUNNING,ACTIVE,57.188,58.14,60.0,-2.812,0.9531,0.7941,3,3,30.43,1,OK
2026-08-26 04:09:00+00:00,S09,9,S08,S10,VH00011,True,RUNNING,ACTIVE,53.574,55.51,60.0,-6.426,0.8929,0.7664,3,3,30.43,1,OK
2026-08-26 04:09:00+00:00,S10,10,S09,S11,VH00011,True,RUNNING,ACTIVE,58.317,56.8,60.0,-1.683,0.972,0.8022,3,3,30.43,1,OK
2026-08-26 04:09:00+00:00,S11,11,S10,S12,VH00011,True,RUNNING,ACTIVE,57.009,56.48,60.0,-2.991,0.9502,0.8736,3,3,30.43,1,OK
2026-08-26 04:09:00+00:00,S12,12,S11,,VH00011,True,RUNNING,ACTIVE,59.881,58.71,60.0,-0.119,0.998,0.8939,3,3,30.43,1,OK
2026-08-26 04:09:54+00:00,S01,1,,S02,VH00012,True,RUNNING,ACTIVE,57.722,58.1,60.0,-2.278,0.962,0.8051,3,3,30.43,1,OK
2026-08-26 04:09:54+00:00,S02,2,S01,S03,VH00012,True,RUNNING,ACTIVE,55.461,56.76,60.0,-4.539,0.9244,0.7644,3,3,30.43,1,OK
2026-08-26 04:09:54+00:00,S03,3,S02,S04,VH00012,True,RUNNING,ACTIVE,59.018,58.43,60.0,-0.982,0.9836,0.757,3,3,30.43,1,OK
2026-08-26 04:09:54+00:00,S04,4,S03,S05,VH00012,True,RUNNING,ACTIVE,58.385,57.79,60.0,-1.615,0.9731,0.8269,3,3,30.43,1,OK
2026-08-26 04:09:54+00:00,S05,5,S04,S06,VH00012,True,RUNNING,ACTIVE,55.827,55.38,60.0,-4.173,0.9304,0.8786,3,3,30.43,1,OK
2026-08-26 04:09:54+00:00,S06,6,S05,S07,VH00012,True,RUNNING,ACTIVE,58.664,58.9,60.0,-1.336,0.9777,0.8597,3,3,30.43,1,OK
2026-08-26 04:09:54+00:00,S07,7,S06,S08,VH00012,True,RUNNING,ACTIVE,57.02,58.04,60.0,-2.98,0.9503,0.803,3,3,30.43,1,OK
2026-08-26 04:09:54+00:00,S08,8,S07,S09,VH00012,True,RUNNING,ACTIVE,57.237,58.14,60.0,-2.763,0.954,0.7599,3,3,30.43,1,OK
2026-08-26 04:09:54+00:00,S09,9,S08,S10,VH00012,True,RUNNING,ACTIVE,55.841,55.51,60.0,-4.159,0.9307,0.7698,2,2,30.43,1,OK
2026-08-26 04:09:54+00:00,S10,10,S09,S11,VH00012,True,RUNNING,ACTIVE,57.61,56.8,60.0,-2.39,0.9602,0.8264,3,3,30.43,1,OK
2026-08-26 04:09:54+00:00,S11,11,S10,S12,VH00012,True,RUNNING,ACTIVE,58.386,56.48,60.0,-1.614,0.9731,0.8512,4,4,30.43,1,OK
2026-08-26 04:09:54+00:00,S12,12,S11,,VH00012,True,RUNNING,ACTIVE,58.87,58.71,60.0,-1.13,0.9812,0.8988,3,3,30.43,1,OK
2026-08-26 04:10:48+00:00,S01,1,,S02,VH00013,True,RUNNING,ACTIVE,57.274,58.1,60.0,-2.726,0.9546,0.7842,2,2,30.43,1,OK
2026-08-26 04:10:48+00:00,S02,2,S01,S03,VH00013,True,RUNNING,ACTIVE,56.405,56.76,60.0,-3.595,0.9401,0.7468,3,3,30.43,1,OK
2026-08-26 04:10:48+00:00,S03,3,S02,S04,VH00013,True,RUNNING,ACTIVE,58.505,58.43,60.0,-1.495,0.9751,0.7692,2,2,30.43,1,OK
2026-08-26 04:10:48+00:00,S04,4,S03,S05,VH00013,True,RUNNING,ACTIVE,58.407,57.79,60.0,-1.593,0.9734,0.839,3,3,30.43,1,OK
2026-08-26 04:10:48+00:00,S05,5,S04,S06,VH00013,True,RUNNING,ACTIVE,56.065,55.38,60.0,-3.935,0.9344,0.8968,3,3,30.43,1,OK
2026-08-26 04:10:48+00:00,S06,6,S05,S07,VH00013,True,RUNNING,ACTIVE,58.398,58.9,60.0,-1.602,0.9733,0.873,3,3,30.43,1,OK
2026-08-26 04:10:48+00:00,S07,7,S06,S08,VH00013,True,RUNNING,ACTIVE,57.091,58.04,60.0,-2.909,0.9515,0.7873,3,3,30.43,1,OK
2026-08-26 04:10:48+00:00,S08,8,S07,S09,VH00013,True,RUNNING,ACTIVE,56.148,58.14,60.0,-3.852,0.9358,0.7726,2,2,30.43,1,OK
2026-08-26 04:10:48+00:00,S09,9,S08,S10,VH00013,True,RUNNING,ACTIVE,55.6,55.51,60.0,-4.4,0.9267,0.779,3,3,30.43,1,OK
2026-08-26 04:10:48+00:00,S10,10,S09,S11,VH00013,True,RUNNING,ACTIVE,56.706,56.8,60.0,-3.294,0.9451,0.821,2,2,30.43,1,OK
2026-08-26 04:10:48+00:00,S11,11,S10,S12,VH00013,True,RUNNING,ACTIVE,58.557,56.48,60.0,-1.443,0.976,0.8717,3,3,30.43,1,OK
2026-08-26 04:10:48+00:00,S12,12,S11,,VH00013,True,RUNNING,ACTIVE,58.705,58.71,60.0,-1.295,0.9784,0.861,3,3,30.43,1,OK
2026-08-26 04:11:42+00:00,S01,1,,S02,VH00014,True,RUNNING,ACTIVE,55.872,58.1,60.0,-4.128,0.9312,0.7804,2,2,30.43,1,OK
