timestamp_utc,vehicle_id,production_order,station_id,event_type,cycle_time,wip,production_status
2026-08-26 04:04:43.896368+00:00,VH00001,PO00001,S06,station_started,,5,IN_PROCESS
2026-08-26 04:04:43.896368+00:00,VH00001,PO00001,S05,station_completed,53.388,5,IN_PROCESS
2026-08-26 04:04:48.211334+00:00,VH00002,PO00001,S04,station_completed,56.538,5,IN_PROCESS
2026-08-26 04:04:48.211334+00:00,VH00002,PO00001,S05,station_started,,5,IN_PROCESS
2026-08-26 04:04:52.997343+00:00,VH00003,PO00001,S04,station_started,,5,IN_PROCESS
2026-08-26 04:04:52.997343+00:00,VH00003,PO00001,S03,station_completed,58.171,5,IN_PROCESS
2026-08-26 04:04:55.566145+00:00,VH00004,PO00001,S02,station_completed,56.313,5,IN_PROCESS
2026-08-26 04:04:55.566145+00:00,VH00004,PO00001,S03,station_started,,5,IN_PROCESS
2026-08-26 04:04:59.926288+00:00,VH00005,PO00001,S02,station_started,,5,IN_PROCESS
2026-08-26 04:04:59.926288+00:00,VH00005,PO00001,S01,station_completed,58.209,5,IN_PROCESS
2026-08-26 04:05:02.169538+00:00,VH00006,PO00001,S01,station_started,,5,IN_PROCESS
2026-08-26 04:05:02.169538+00:00,VH00006,PO00001,S01,vehicle_entered,,6,IN_PROCESS
2026-08-26 04:05:42.782590+00:00,VH00002,PO00001,S05,station_completed,54.571,6,IN_PROCESS
2026-08-26 04:05:43.767991+00:00,VH00001,PO00001,S06,station_completed,59.872,6,IN_PROCESS
2026-08-26 04:05:43.767991+00:00,VH00001,PO00001,S07,station_started,,6,IN_PROCESS
2026-08-26 04:05:43.767991+00:00,VH00002,PO00001,S06,station_started,,6,IN_PROCESS
2026-08-26 04:05:47.860166+00:00,VH00003,PO00001,S05,station_started,,6,IN_PROCESS
2026-08-26 04:05:47.860166+00:00,VH00003,PO00001,S04,station_completed,54.863,6,IN_PROCESS
2026-08-26 04:05:53.002142+00:00,VH00004,PO00001,S04,station_started,,6,IN_PROCESS
2026-08-26 04:05:53.002142+00:00,VH00004,PO00001,S03,station_completed,57.436,6,IN_PROCESS
2026-08-26 04:05:56.709415+00:00,VH00005,PO00001,S03,station_started,,6,IN_PROCESS
2026-08-26 04:05:56.709415+00:00,VH00005,PO00001,S02,station_completed,56.783,6,IN_PROCESS
2026-08-26 04:06:01.214203+00:00,VH00006,PO00001,S01,station_completed,59.045,6,IN_PROCESS
2026-08-26 04:06:01.214203+00:00,VH00006,PO00001,S02,station_started,,6,IN_PROCESS
2026-08-26 04:06:04.345815+00:00,VH00007,PO00001,S01,station_started,,6,IN_PROCESS
2026-08-26 04:06:04.345815+00:00,VH00007,PO00001,S01,vehicle_entered,,7,IN_PROCESS
2026-08-26 04:06:41.824648+00:00,VH00001,PO00001,S08,station_started,,7,IN_PROCESS
2026-08-26 04:06:41.824648+00:00,VH00001,PO00001,S07,station_completed,58.057,7,IN_PROCESS
2026-08-26 04:06:42.988659+00:00,VH00002,PO00001,S07,station_started,,7,IN_PROCESS
2026-08-26 04:06:42.988659+00:00,VH00002,PO00001,S06,station_completed,59.221,7,IN_PROCESS
2026-08-26 04:06:43.229349+00:00,VH00003,PO00001,S05,station_completed,55.369,7,IN_PROCESS
2026-08-26 04:06:43.229349+00:00,VH00003,PO00001,S06,station_started,,7,IN_PROCESS
2026-08-26 04:06:49.585883+00:00,VH00004,PO00001,S05,station_started,,7,IN_PROCESS
2026-08-26 04:06:49.585883+00:00,VH00004,PO00001,S04,station_completed,56.584,7,IN_PROCESS
2026-08-26 04:06:54.354154+00:00,VH00005,PO00001,S03,station_completed,57.645,7,IN_PROCESS
2026-08-26 04:06:54.354154+00:00,VH00005,PO00001,S04,station_started,,7,IN_PROCESS
2026-08-26 04:06:58.301491+00:00,VH00006,PO00001,S02,station_completed,57.087,7,IN_PROCESS
2026-08-26 04:06:58.301491+00:00,VH00006,PO00001,S03,station_started,,7,IN_PROCESS
2026-08-26 04:07:00.334181+00:00,VH00007,PO00001,S01,station_completed,55.988,7,IN_PROCESS
2026-08-26 04:07:00.334181+00:00,VH00007,PO00001,S02,station_started,,7,IN_PROCESS
2026-08-26 04:07:08.220855+00:00,VH00008,PO00001,S01,vehicle_entered,,8,IN_PROCESS
2026-08-26 04:07:08.220855+00:00,VH00008,PO00001,S01,station_started,,8,IN_PROCESS
2026-08-26 04:07:40.170379+00:00,VH00001,PO00001,S08,station_completed,58.346,8,IN_PROCESS
2026-08-26 04:07:40.170379+00:00,VH00001,PO00001,S09,station_started,,8,IN_PROCESS
2026-08-26 04:07:40.686362+00:00,VH00002,PO00001,S07,station_completed,57.698,8,IN_PROCESS
2026-08-26 04:07:40.686362+00:00,VH00002,PO00001,S08,station_started,,8,IN_PROCESS
2026-08-26 04:07:42.750109+00:00,VH00003,PO00001,S06,station_completed,59.521,8,IN_PROCESS
2026-08-26 04:07:42.750109+00:00,VH00003,PO00001,S07,station_started,,8,IN_PROCESS
2026-08-26 04:07:44.060726+00:00,VH00004,PO00001,S06,station_started,,8,IN_PROCESS
2026-08-26 04:07:44.060726+00:00,VH00004,PO00001,S05,station_completed,54.475,8,IN_PROCESS
2026-08-26 04:07:50.105501+00:00,VH00005,PO00001,S05,station_started,,8,IN_PROCESS
2026-08-26 04:07:50.105501+00:00,VH00005,PO00001,S04,station_completed,55.751,8,IN_PROCESS
2026-08-26 04:07:56.206669+00:00,VH00006,PO00001,S03,station_completed,57.905,8,IN_PROCESS
2026-08-26 04:07:56.206669+00:00,VH00006,PO00001,S04,station_started,,8,IN_PROCESS
2026-08-26 04:07:56.847524+00:00,VH00007,PO00001,S03,station_started,,8,IN_PROCESS
2026-08-26 04:07:56.847524+00:00,VH00007,PO00001,S02,station_completed,56.513,8,IN_PROCESS
2026-08-26 04:08:04.154045+00:00,VH00008,PO00001,S01,station_completed,55.933,8,IN_PROCESS
2026-08-26 04:08:04.154045+00:00,VH00008,PO00001,S02,station_started,,8,IN_PROCESS
2026-08-26 04:08:10.688301+00:00,VH00009,PO00001,S01,vehicle_entered,,9,IN_PROCESS
2026-08-26 04:08:10.688301+00:00,VH00009,PO00001,S01,station_started,,9,IN_PROCESS
2026-08-26 04:08:34.896784+00:00,VH00001,PO00001,S09,station_completed,54.726,9,IN_PROCESS
2026-08-26 04:08:34.896784+00:00,VH00001,PO00001,S10,station_started,,9,IN_PROCESS
2026-08-26 04:08:39.378503+00:00,VH00003,PO00001,S07,station_completed,56.628,9,IN_PROCESS
2026-08-26 04:08:40.507627+00:00,VH00002,PO00001,S09,station_started,,9,IN_PROCESS
2026-08-26 04:08:40.507627+00:00,VH00003,PO00001,S08,station_started,,9,IN_PROCESS
2026-08-26 04:08:40.507627+00:00,VH00002,PO00001,S08,station_completed,59.821,9,IN_PROCESS
2026-08-26 04:08:42.185418+00:00,VH00004,PO00001,S07,station_started,,9,IN_PROCESS
2026-08-26 04:08:42.185418+00:00,VH00004,PO00001,S06,station_completed,58.125,9,IN_PROCESS
2026-08-26 04:08:45.818282+00:00,VH00005,PO00001,S06,station_started,,9,IN_PROCESS
2026-08-26 04:08:45.818282+00:00,VH00005,PO00001,S05,station_completed,55.713,9,IN_PROCESS
2026-08-26 04:08:53.597950+00:00,VH00006,PO00001,S04,station_completed,57.391,9,IN_PROCESS
2026-08-26 04:08:53.597950+00:00,VH00006,PO00001,S05,station_started,,9,IN_PROCESS
2026-08-26 04:08:57.276228+00:00,VH00007,PO00001,S04,station_started,,9,IN_PROCESS
2026-08-26 04:08:57.276228+00:00,VH00007,PO00001,S03,station_completed,60.429,9,IN_PROCESS
2026-08-26 04:08:58.917855+00:00,VH00008,PO00001,S03,station_started,,9,IN_PROCESS
2026-08-26 04:08:58.917855+00:00,VH00008,PO00001,S02,station_completed,54.764,9,IN_PROCESS
2026-08-26 04:09:06.806129+00:00,VH00009,PO00001,S02,station_started,,9,IN_PROCESS
2026-08-26 04:09:06.806129+00:00,VH00009,PO00001,S01,station_completed,56.118,9,IN_PROCESS
2026-08-26 04:09:13.002169+00:00,VH00010,PO00001,S01,vehicle_entered,,10,IN_PROCESS
2026-08-26 04:09:13.002169+00:00,VH00010,PO00001,S01,station_started,,10,IN_PROCESS
2026-08-26 04:09:32.923282+00:00,VH00001,PO00001,S11,station_started,,10,IN_PROCESS
2026-08-26 04:09:32.923282+00:00,VH00001,PO00001,S10,station_completed,58.026,10,IN_PROCESS
2026-08-26 04:09:34.743391+00:00,VH00002,PO00001,S09,station_completed,54.236,10,IN_PROCESS
2026-08-26 04:09:34.743391+00:00,VH00002,PO00001,S10,station_started,,10,IN_PROCESS
2026-08-26 04:09:40.638610+00:00,VH00004,PO00001,S07,station_completed,58.453,10,IN_PROCESS
2026-08-26 04:09:41.737683+00:00,VH00003,PO00001,S08,station_completed,61.23,10,IN_PROCESS
2026-08-26 04:09:41.737683+00:00,VH00004,PO00001,S08,station_started,,10,IN_PROCESS
2026-08-26 04:09:41.737683+00:00,VH00003,PO00001,S09,station_started,,10,IN_PROCESS
2026-08-26 04:09:42.886204+00:00,VH00005,PO00001,S06,station_completed,57.068,10,IN_PROCESS
2026-08-26 04:09:42.886204+00:00,VH00005,PO00001,S07,station_started,,10,IN_PROCESS
2026-08-26 04:09:51.306960+00:00,VH00006,PO00001,S06,station_started,,10,IN_PROCESS
2026-08-26 04:09:51.306960+00:00,VH00006,PO00001,S05,station_completed,57.709,10,IN_PROCESS
2026-08-26 04:09:54.813368+00:00,VH00007,PO00001,S04,station_completed,57.537,10,IN_PROCESS
2026-08-26 04:09:54.813368+00:00,VH00007,PO00001,S05,station_started,,10,IN_PROCESS
2026-08-26 04:09:57.674126+00:00,VH00008,PO00001,S03,station_completed,58.756,10,IN_PROCESS
2026-08-26 04:09:57.674126+00:00,VH00008,PO00001,S04,station_started,,10,IN_PROCESS
2026-08-26 04:10:01.426963+00:00,VH00009,PO00001,S02,station_completed,54.621,10,IN_PROCESS
2026-08-26 04:10:01.426963+00:00,VH00009,PO00001,S03,station_started,,10,IN_PROCESS
2026-08-26 04:10:08.423235+00:00,VH00010,PO00001,S01,station_completed,55.421,10,IN_PROCESS
2026-08-26 04:10:08.423235+00:00,VH00010,PO00001,S02,station_started,,10,IN_PROCESS
2026-08-26 04:10:11.295378+00:00,VH00011,PO00002,S01,vehicle_entered,,11,IN_PROCESS
2026-08-26 04:10:11.295378+00:00,VH00011,PO00002,S01,station_started,,11,IN_PROCESS
2026-08-26 04:10:30.346483+00:00,VH00001,PO00001,S12,station_started,,11,IN_PROCESS
2026-08-26 04:10:30.346483+00:00,VH00001,PO00001,S11,station_completed,57.423,11,IN_PROCESS
2026-08-26 04:10:30.834024+00:00,VH00002,PO00001,S11,station_started,,11,IN_PROCESS
2026-08-26 04:10:30.834024+00:00,VH00002,PO00001,S10,station_completed,56.091,11,IN_PROCESS
2026-08-26 04:10:35.131702+00:00,VH00003,PO00001,S10,station_started,,11,IN_PROCESS
2026-08-26 04:10:35.131702+00:00,VH00003,PO00001,S09,station_completed,53.394,11,IN_PROCESS
2026-08-26 04:10:41.448402+00:00,VH00005,PO00001,S07,station_completed,58.562,11,IN_PROCESS
2026-08-26 04:10:42.218294+00:00,VH00004,PO00001,S09,station_started,,11,IN_PROCESS
2026-08-26 04:10:42.218294+00:00,VH00005,PO00001,S08,station_started,,11,IN_PROCESS
2026-08-26 04:10:42.218294+00:00,VH00004,PO00001,S08,station_completed,60.481,11,IN_PROCESS
2026-08-26 04:10:47.568981+00:00,VH00006,PO00001,S06,station_completed,56.262,11,IN_PROCESS
2026-08-26 04:10:47.568981+00:00,VH00006,PO00001,S07,station_started,,11,IN_PROCESS
2026-08-26 04:10:52.181439+00:00,VH00007,PO00001,S05,station_completed,57.368,11,IN_PROCESS
2026-08-26 04:10:52.181439+00:00,VH00007,PO00001,S06,station_started,,11,IN_PROCESS
2026-08-26 04:10:55.720694+00:00,VH00008,PO00001,S04,station_completed,58.047,11,IN_PROCESS
2026-08-26 04:10:55.720694+00:00,VH00008,PO00001,S05,station_started,,11,IN_PROCESS
2026-08-26 04:11:01.363414+00:00,VH00009,PO00001,S04,station_started,,11,IN_PROCESS
2026-08-26 04:11:01.363414+00:00,VH00009,PO00001,S03,station_completed,59.936,11,IN_PROCESS
2026-08-26 04:11:02.102943+00:00,VH00010,PO00001,S03,station_started,,11,IN_PROCESS
2026-08-26 04:11:02.102943+00:00,VH00010,PO00001,S02,station_completed,53.68,11,IN_PROCESS
2026-08-26 04:11:07.780776+00:00,VH00012,PO00002,S01,vehicle_entered,,12,IN_PROCESS
2026-08-26 04:11:07.893282+00:00,VH00011,PO00002,S02,station_started,,12,IN_PROCESS
2026-08-26 04:11:07.893282+00:00,VH00011,PO00002,S01,station_completed,56.598,12,IN_PROCESS
2026-08-26 04:11:07.893282+00:00,VH00012,PO00002,S01,station_started,,12,IN_PROCESS
2026-08-26 04:11:28.340480+00:00,VH00002,PO00001,S11,station_completed,57.506,12,IN_PROCESS
2026-08-26 04:11:28.934659+00:00,VH00002,PO00001,S12,station_started,,12,IN_PROCESS
2026-08-26 04:11:28.934659+00:00,VH00001,PO00001,S12,station_completed,58.588,12,IN_PROCESS
2026-08-26 04:11:28.934659+00:00,VH00001,PO00001,S12,vehicle_completed,58.588,11,COMPLETED
2026-08-26 04:11:29.755855+00:00,VH00003,PO00001,S10,station_completed,54.624,11,IN_PROCESS
2026-08-26 04:11:29.755855+00:00,VH00003,PO00001,S11,station_started,,11,IN_PROCESS
2026-08-26 04:11:36.718397+00:00,VH00004,PO00001,S09,station_completed,54.5,11,IN_PROCESS
2026-08-26 04:11:36.718397+00:00,VH00004,PO00001,S10,station_started,,11,IN_PROCESS
2026-08-26 04:11:42.063706+00:00,VH00005,PO00001,S08,station_completed,59.845,11,IN_PROCESS
2026-08-26 04:11:42.063706+00:00,VH00005,PO00001,S09,station_started,,11,IN_PROCESS
2026-08-26 04:11:45.968773+00:00,VH00006,PO00001,S08,station_started,,11,IN_PROCESS
2026-08-26 04:11:45.968773+00:00,VH00006,PO00001,S07,station_completed,58.4,11,IN_PROCESS
2026-08-26 04:11:48.283247+00:00,VH00007,PO00001,S07,station_started,,11,IN_PROCESS
2026-08-26 04:11:48.283247+00:00,VH00007,PO00001,S06,station_completed,56.102,11,IN_PROCESS
2026-08-26 04:11:51.930085+00:00,VH00008,PO00001,S05,station_completed,56.209,11,IN_PROCESS
2026-08-26 04:11:51.930085+00:00,VH00008,PO00001,S06,station_started,,11,IN_PROCESS
2026-08-26 04:11:58.783083+00:00,VH00009,PO00001,S04,station_completed,57.42,11,IN_PROCESS
2026-08-26 04:11:58.783083+00:00,VH00009,PO00001,S05,station_started,,11,IN_PROCESS
2026-08-26 04:12:00.799294+00:00,VH00010,PO00001,S03,station_completed,58.696,11,IN_PROCESS
2026-08-26 04:12:00.799294+00:00,VH00010,PO00001,S04,station_started,,11,IN_PROCESS
2026-08-26 04:12:04.380512+00:00,VH00011,PO00002,S03,station_started,,11,IN_PROCESS
2026-08-26 04:12:04.380512+00:00,VH00011,PO00002,S02,station_completed,56.487,11,IN_PROCESS
2026-08-26 04:12:05.831759+00:00,VH00012,PO00002,S01,station_completed,57.938,11,IN_PROCESS
2026-08-26 04:12:05.831759+00:00,VH00012,PO00002,S02,station_started,,11,IN_PROCESS
2026-08-26 04:12:11.130089+00:00,VH00013,PO00002,S01,vehicle_entered,,12,IN_PROCESS
2026-08-26 04:12:11.130089+00:00,VH00013,PO00002,S01,station_started,,12,IN_PROCESS
2026-08-26 04:12:25.143316+00:00,VH00003,PO00001,S11,station_completed,55.387,12,IN_PROCESS
2026-08-26 04:12:25.481514+00:00,VH00002,PO00001,S12,vehicle_completed,56.547,11,COMPLETED
2026-08-26 04:12:25.481514+00:00,VH00003,PO00001,S12,station_started,,11,IN_PROCESS
2026-08-26 04:12:25.481514+00:00,VH00002,PO00001,S12,station_completed,56.547,11,IN_PROCESS
2026-08-26 04:12:32.621144+00:00,VH00004,PO00001,S10,station_completed,55.903,11,IN_PROCESS
2026-08-26 04:12:32.621144+00:00,VH00004,PO00001,S11,station_started,,11,IN_PROCESS
2026-08-26 04:12:38.133389+00:00,VH00005,PO00001,S09,station_completed,56.07,11,IN_PROCESS
2026-08-26 04:12:38.133389+00:00,VH00005,PO00001,S10,station_started,,11,IN_PROCESS
2026-08-26 04:12:46.062201+00:00,VH00006,PO00001,S08,station_completed,60.093,11,IN_PROCESS
2026-08-26 04:12:46.062201+00:00,VH00006,PO00001,S09,station_started,,11,IN_PROCESS
2026-08-26 04:12:46.551914+00:00,VH00007,PO00001,S08,station_started,,11,IN_PROCESS
2026-08-26 04:12:46.551914+00:00,VH00007,PO00001,S07,station_completed,58.269,11,IN_PROCESS
2026-08-26 04:12:48.913728+00:00,VH00008,PO00001,S06,station_completed,56.984,11,IN_PROCESS
2026-08-26 04:12:48.913728+00:00,VH00008,PO00001,S07,station_started,,11,IN_PROCESS
2026-08-26 04:12:54.580294+00:00,VH00009,PO00001,S05,station_completed,55.797,11,IN_PROCESS
2026-08-26 04:12:54.580294+00:00,VH00009,PO00001,S06,station_started,,11,IN_PROCESS
2026-08-26 04:12:58.275651+00:00,VH00010,PO00001,S05,station_started,,11,IN_PROCESS
2026-08-26 04:12:58.275651+00:00,VH00010,PO00001,S04,station_completed,57.476,11,IN_PROCESS
2026-08-26 04:13:02.833751+00:00,VH00011,PO00002,S03,station_completed,58.453,11,IN_PROCESS
2026-08-26 04:13:02.833751+00:00,VH00011,PO00002,S04,station_started,,11,IN_PROCESS
2026-08-26 04:13:04.090439+00:00,VH00012,PO00002,S03,station_started,,11,IN_PROCESS
2026-08-26 04:13:04.090439+00:00,VH00012,PO00002,S02,station_completed,58.259,11,IN_PROCESS
2026-08-26 04:13:09.254235+00:00,VH00013,PO00002,S02,station_started,,11,IN_PROCESS
2026-08-26 04:13:09.254235+00:00,VH00013,PO00002,S01,station_completed,58.124,11,IN_PROCESS
2026-08-26 04:13:10.589260+00:00,VH00014,PO00002,S01,station_started,,11,IN_PROCESS
2026-08-26 04:13:10.589260+00:00,VH00014,PO00002,S01,vehicle_entered,,12,IN_PROCESS
2026-08-26 04:13:22.703283+00:00,VH00003,PO00001,S12,vehicle_completed,57.222,11,COMPLETED
2026-08-26 04:13:22.703283+00:00,VH00003,PO00001,S12,station_completed,57.222,11,IN_PROCESS
2026-08-26 04:13:27.764570+00:00,VH00004,PO00001,S11,station_completed,55.143,11,IN_PROCESS
2026-08-26 04:13:27.764570+00:00,VH00004,PO00001,S12,station_started,,11,IN_PROCESS
2026-08-26 04:13:33.185687+00:00,VH00005,PO00001,S10,station_completed,55.052,11,IN_PROCESS
2026-08-26 04:13:33.185687+00:00,VH00005,PO00001,S11,station_started,,11,IN_PROCESS
2026-08-26 04:13:42.049722+00:00,VH00006,PO00001,S09,station_completed,55.988,11,IN_PROCESS
2026-08-26 04:13:42.049722+00:00,VH00006,PO00001,S10,station_started,,11,IN_PROCESS
2026-08-26 04:13:44.756279+00:00,VH00008,PO00001,S07,station_completed,55.843,11,IN_PROCESS
2026-08-26 04:13:45.917115+00:00,VH00007,PO00001,S08,station_completed,59.365,11,IN_PROCESS
2026-08-26 04:13:45.917115+00:00,VH00008,PO00001,S08,station_started,,11,IN_PROCESS
2026-08-26 04:13:45.917115+00:00,VH00007,PO00001,S09,station_started,,11,IN_PROCESS
2026-08-26 04:13:52.417759+00:00,VH00010,PO00001,S05,station_completed,54.142,11,IN_PROCESS
2026-08-26 04:13:53.939811+00:00,VH00009,PO00001,S06,station_completed,59.36,11,IN_PROCESS
2026-08-26 04:13:53.939811+00:00,VH00009,PO00001,S07,station_started,,11,IN_PROCESS
2026-08-26 04:13:53.939811+00:00,VH00010,PO00001,S06,station_started,,11,IN_PROCESS
2026-08-26 04:14:00.507302+00:00,VH00011,PO00002,S04,station_completed,57.674,11,IN_PROCESS
2026-08-26 04:14:00.507302+00:00,VH00011,PO00002,S05,station_started,,11,IN_PROCESS
2026-08-26 04:14:01.659885+00:00,VH00012,PO00002,S03,station_completed,57.569,11,IN_PROCESS
2026-08-26 04:14:01.659885+00:00,VH00012,PO00002,S04,station_started,,11,IN_PROCESS
2026-08-26 04:14:06.321498+00:00,VH00014,PO00002,S01,station_completed,55.732,11,IN_PROCESS
2026-08-26 04:14:08.784824+00:00,VH00013,PO00002,S02,station_completed,59.531,11,IN_PROCESS
2026-08-26 04:14:08.784824+00:00,VH00013,PO00002,S03,station_started,,11,IN_PROCESS
2026-08-26 04:14:08.784824+00:00,VH00014,PO00002,S02,station_started,,11,IN_PROCESS
2026-08-26 04:14:10.400773+00:00,VH00015,PO00002,S01,vehicle_entered,,12,IN_PROCESS
2026-08-26 04:14:10.400773+00:00,VH00015,PO00002,S01,station_started,,12,IN_PROCESS
2026-08-26 04:14:24.899946+00:00,VH00004,PO00001,S12,station_completed,57.135,12,IN_PROCESS
2026-08-26 04:14:24.899946+00:00,VH00004,PO00001,S12,vehicle_completed,57.135,11,COMPLETED
2026-08-26 04:14:28.186888+00:00,VH00005,PO00001,S12,station_started,,11,IN_PROCESS
2026-08-26 04:14:28.186888+00:00,VH00005,PO00001,S11,station_completed,55.001,11,IN_PROCESS
2026-08-26 04:14:39.060968+00:00,VH00006,PO00001,S11,station_started,,11,IN_PROCESS
2026-08-26 04:14:39.060968+00:00,VH00006,PO00001,S10,station_completed,57.011,11,IN_PROCESS
2026-08-26 04:14:43.619716+00:00,VH00007,PO00001,S10,station_started,,11,IN_PROCESS
2026-08-26 04:14:43.619716+00:00,VH00007,PO00001,S09,station_completed,57.703,11,IN_PROCESS
2026-08-26 04:14:44.394393+00:00,VH00008,PO00001,S08,station_completed,58.477,11,IN_PROCESS
2026-08-26 04:14:44.394393+00:00,VH00008,PO00001,S09,station_started,,11,IN_PROCESS
2026-08-26 04:14:50.628457+00:00,VH00009,PO00001,S08,station_started,,11,IN_PROCESS
2026-08-26 04:14:50.628457+00:00,VH00009,PO00001,S07,station_completed,56.689,11,IN_PROCESS
2026-08-26 04:14:51.952803+00:00,VH00010,PO00001,S06,station_completed,58.013,11,IN_PROCESS
2026-08-26 04:14:51.952803+00:00,VH00010,PO00001,S07,station_started,,11,IN_PROCESS
2026-08-26 04:14:55.762745+00:00,VH00011,PO00002,S05,station_completed,55.255,11,IN_PROCESS
2026-08-26 04:14:55.762745+00:00,VH00011,PO00002,S06,station_started,,11,IN_PROCESS
2026-08-26 04:14:59.646699+00:00,VH00012,PO00002,S04,station_completed,57.987,11,IN_PROCESS
2026-08-26 04:14:59.646699+00:00,VH00012,PO00002,S05,station_started,,11,IN_PROCESS
2026-08-26 04:15:05.226850+00:00,VH00013,PO00002,S04,station_started,,11,IN_PROCESS
2026-08-26 04:15:05.226850+00:00,VH00013,PO00002,S03,station_completed,56.442,11,IN_PROCESS
2026-08-26 04:15:06.538630+00:00,VH00014,PO00002,S02,station_completed,57.754,11,IN_PROCESS
2026-08-26 04:15:06.538630+00:00,VH00014,PO00002,S03,station_started,,11,IN_PROCESS
2026-08-26 04:15:07.338440+00:00,VH00015,PO00002,S02,station_started,,11,IN_PROCESS
2026-08-26 04:15:07.338440+00:00,VH00015,PO00002,S01,station_completed,56.938,11,IN_PROCESS
2026-08-26 04:15:12.438624+00:00,VH00016,PO00002,S01,vehicle_entered,,12,IN_PROCESS
2026-08-26 04:15:12.438624+00:00,VH00016,PO00002,S01,station_started,,12,IN_PROCESS
2026-08-26 04:15:25.694345+00:00,VH00005,PO00001,S12,station_completed,57.507,12,IN_PROCESS
2026-08-26 04:15:25.694345+00:00,VH00005,PO00001,S12,vehicle_completed,57.507,11,COMPLETED
2026-08-26 04:15:34.171636+00:00,VH00006,PO00001,S12,station_started,,11,IN_PROCESS
2026-08-26 04:15:34.171636+00:00,VH00006,PO00001,S11,station_completed,55.111,11,IN_PROCESS
2026-08-26 04:15:39.557506+00:00,VH00007,PO00001,S10,station_completed,55.938,11,IN_PROCESS
2026-08-26 04:15:39.557506+00:00,VH00007,PO00001,S11,station_started,,11,IN_PROCESS
2026-08-26 04:15:42.227480+00:00,VH00008,PO00001,S09,station_completed,57.833,11,IN_PROCESS
2026-08-26 04:15:42.227480+00:00,VH00008,PO00001,S10,station_started,,11,IN_PROCESS
2026-08-26 04:15:48.168742+00:00,VH00010,PO00001,S07,station_completed,56.216,11,IN_PROCESS
2026-08-26 04:15:48.509131+00:00,VH00009,PO00001,S08,station_completed,57.881,11,IN_PROCESS
2026-08-26 04:15:48.509131+00:00,VH00009,PO00001,S09,station_started,,11,IN_PROCESS
2026-08-26 04:15:48.509131+00:00,VH00010,PO00001,S08,station_started,,11,IN_PROCESS
